HEADER
VTF File Version,1.0
VTF File Type,0
PID,1508582
Generated on,2024-01-25 17:21:10
Resolution,ms
Min Resolution,us
Trace Version,1.0
XRT Version,0.0.0
Tool Version,2020.1

STRUCTURE
Group_Start,DPU
Dynamic_Row, 1, DPU_0
Dynamic_Row, 2, DPU_1
Group_End,DPU

MAPPING
1,
2,subgraph_A2J_model__A2J_model_ClassificationModel_classificationModel__Conv2d_conv1__input_303
3,subgraph_YOLOX__YOLOX_YOLOPAFPN_backbone__BaseConv_bu_conv1__Conv2d_conv__input_311

EVENTS
1,0,254506109.791000,1,VART_RUNNER,3,1509222,1,26.03,431.17,281,1,1,,
2,1,254506170.162000,1,VART_RUNNER,3,1509222,1,26.03,431.17,281,1,1,,
347,0,254506239.671000,2,VART_RUNNER,2,1509563,1,33.08,319.51,227,1,1,,
3,0,254506250.498000,1,VART_RUNNER,3,1509222,1,26.03,429.2,281,1,1,,
4,3,254506311.146000,1,VART_RUNNER,3,1509222,1,26.03,429.2,281,1,1,,
348,347,254506343.205000,2,VART_RUNNER,2,1509563,1,33.08,319.51,227,1,1,,
5,0,254506357.680000,1,VART_RUNNER,3,1509222,1,26.03,430.06,281,1,1,,
349,0,254506399.368000,2,VART_RUNNER,2,1509563,1,33.08,317.27,227,1,1,,
6,5,254506418.206000,1,VART_RUNNER,3,1509222,1,26.03,430.06,281,1,1,,
7,0,254506454.919000,1,VART_RUNNER,3,1509222,1,26.03,402.49,281,1,1,,
350,349,254506503.634000,2,VART_RUNNER,2,1509563,1,33.08,317.27,227,1,1,,
8,7,254506519.591000,1,VART_RUNNER,3,1509222,1,26.03,402.49,281,1,1,,
351,0,254506547.204000,2,VART_RUNNER,2,1509563,1,33.08,318.22,227,1,1,,
9,0,254506586.400000,1,VART_RUNNER,3,1509222,1,26.03,429.33,281,1,1,,
10,9,254506647.029000,1,VART_RUNNER,3,1509222,1,26.03,429.33,281,1,1,,
352,351,254506651.157000,2,VART_RUNNER,2,1509563,1,33.08,318.22,227,1,1,,
353,0,254506706.591000,2,VART_RUNNER,2,1509563,1,33.08,319.39,227,1,1,,
11,0,254506724.538000,1,VART_RUNNER,3,1509222,1,26.03,430.27,281,1,1,,
12,11,254506785.035000,1,VART_RUNNER,3,1509222,1,26.03,430.27,281,1,1,,
354,353,254506810.163000,2,VART_RUNNER,2,1509563,1,33.08,319.39,227,1,1,,
13,0,254506860.718000,1,VART_RUNNER,3,1509222,1,26.03,429.6,281,1,1,,
355,0,254506862.631000,2,VART_RUNNER,2,1509563,1,33.08,319.71,227,1,1,,
14,13,254506921.309000,1,VART_RUNNER,3,1509222,1,26.03,429.6,281,1,1,,
356,355,254506966.099000,2,VART_RUNNER,2,1509563,1,33.08,319.71,227,1,1,,
15,0,254506997.267000,1,VART_RUNNER,3,1509222,1,26.03,429.38,281,1,1,,
357,0,254507020.926000,2,VART_RUNNER,2,1509563,1,33.08,321.38,227,1,1,,
16,15,254507057.889000,1,VART_RUNNER,3,1509222,1,26.03,429.38,281,1,1,,
17,0,254507122.175000,1,VART_RUNNER,3,1509222,1,26.03,430.74,281,1,1,,
358,357,254507123.857000,2,VART_RUNNER,2,1509563,1,33.08,321.38,227,1,1,,
359,0,254507174.825000,2,VART_RUNNER,2,1509563,1,33.08,316.36,227,1,1,,
18,17,254507182.606000,1,VART_RUNNER,3,1509222,1,26.03,430.74,281,1,1,,
19,0,254507235.652000,1,VART_RUNNER,3,1509222,1,26.03,426.64,281,1,1,,
360,359,254507279.388000,2,VART_RUNNER,2,1509563,1,33.08,316.36,227,1,1,,
20,19,254507296.664000,1,VART_RUNNER,3,1509222,1,26.03,426.64,281,1,1,,
361,0,254507329.989000,2,VART_RUNNER,2,1509563,1,33.08,316.11,227,1,1,,
21,0,254507364.576000,1,VART_RUNNER,3,1509222,1,26.03,427.62,281,1,1,,
22,21,254507425.448000,1,VART_RUNNER,3,1509222,1,26.03,427.62,281,1,1,,
362,361,254507434.636000,2,VART_RUNNER,2,1509563,1,33.08,316.11,227,1,1,,
23,0,254507480.204000,1,VART_RUNNER,3,1509222,1,26.03,428.72,281,1,1,,
363,0,254507512.366000,2,VART_RUNNER,2,1509563,1,33.08,320.83,227,1,1,,
24,23,254507540.919000,1,VART_RUNNER,3,1509222,1,26.03,428.72,281,1,1,,
25,0,254507599.700000,1,VART_RUNNER,3,1509222,1,26.03,430.01,281,1,1,,
364,363,254507615.475000,2,VART_RUNNER,2,1509563,1,33.08,320.83,227,1,1,,
365,0,254507646.716000,2,VART_RUNNER,2,1509563,1,33.08,318.33,227,1,1,,
26,25,254507660.234000,1,VART_RUNNER,3,1509222,1,26.03,430.01,281,1,1,,
27,0,254507697.057000,1,VART_RUNNER,3,1509222,1,26.03,413.0,281,1,1,,
366,365,254507750.632000,2,VART_RUNNER,2,1509563,1,33.08,318.33,227,1,1,,
28,27,254507760.084000,1,VART_RUNNER,3,1509222,1,26.03,413.0,281,1,1,,
367,0,254507797.123000,2,VART_RUNNER,2,1509563,1,33.08,313.96,227,1,1,,
29,0,254507839.941000,1,VART_RUNNER,3,1509222,1,26.03,430.07,281,1,1,,
30,29,254507900.466000,1,VART_RUNNER,3,1509222,1,26.03,430.07,281,1,1,,
368,367,254507902.486000,2,VART_RUNNER,2,1509563,1,33.08,313.96,227,1,1,,
369,0,254507972.677000,2,VART_RUNNER,2,1509563,1,33.08,319.68,227,1,1,,
31,0,254507983.909000,1,VART_RUNNER,3,1509222,1,26.03,429.05,281,1,1,,
32,31,254508044.578000,1,VART_RUNNER,3,1509222,1,26.03,429.05,281,1,1,,
370,369,254508076.157000,2,VART_RUNNER,2,1509563,1,33.08,319.68,227,1,1,,
371,0,254508112.089000,2,VART_RUNNER,2,1509563,1,33.08,321.51,227,1,1,,
33,0,254508116.741000,1,VART_RUNNER,3,1509222,1,26.03,428.36,281,1,1,,
34,33,254508177.507000,1,VART_RUNNER,3,1509222,1,26.03,428.36,281,1,1,,
372,371,254508214.978000,2,VART_RUNNER,2,1509563,1,33.08,321.51,227,1,1,,
373,0,254508264.602000,2,VART_RUNNER,2,1509563,1,33.08,320.26,227,1,1,,
35,0,254508271.765000,1,VART_RUNNER,3,1509222,1,26.03,429.64,281,1,1,,
36,35,254508332.351000,1,VART_RUNNER,3,1509222,1,26.03,429.64,281,1,1,,
374,373,254508367.892000,2,VART_RUNNER,2,1509563,1,33.08,320.26,227,1,1,,
37,0,254508400.367000,1,VART_RUNNER,3,1509222,1,26.03,430.33,281,1,1,,
375,0,254508422.437000,2,VART_RUNNER,2,1509563,1,33.08,320.81,227,1,1,,
38,37,254508460.855000,1,VART_RUNNER,3,1509222,1,26.03,430.33,281,1,1,,
376,375,254508525.551000,2,VART_RUNNER,2,1509563,1,33.08,320.81,227,1,1,,
39,0,254508532.706000,1,VART_RUNNER,3,1509222,1,26.03,429.8,281,1,1,,
377,0,254508577.584000,2,VART_RUNNER,2,1509563,1,33.08,317.77,227,1,1,,
40,39,254508593.269000,1,VART_RUNNER,3,1509222,1,26.03,429.8,281,1,1,,
41,0,254508646.434000,1,VART_RUNNER,3,1509222,1,26.03,429.08,281,1,1,,
378,377,254508681.684000,2,VART_RUNNER,2,1509563,1,33.08,317.77,227,1,1,,
42,41,254508707.099000,1,VART_RUNNER,3,1509222,1,26.03,429.08,281,1,1,,
379,0,254508739.020000,2,VART_RUNNER,2,1509563,1,33.08,316.92,227,1,1,,
43,0,254508770.043000,1,VART_RUNNER,3,1509222,1,26.03,428.75,281,1,1,,
44,43,254508830.755000,1,VART_RUNNER,3,1509222,1,26.03,428.75,281,1,1,,
380,379,254508843.399000,2,VART_RUNNER,2,1509563,1,33.08,316.92,227,1,1,,
45,0,254508894.066000,1,VART_RUNNER,3,1509222,1,26.03,420.67,281,1,1,,
381,0,254508897.300000,2,VART_RUNNER,2,1509563,1,33.08,320.18,227,1,1,,
46,45,254508955.944000,1,VART_RUNNER,3,1509222,1,26.03,420.67,281,1,1,,
382,381,254509000.616000,2,VART_RUNNER,2,1509563,1,33.08,320.18,227,1,1,,
47,0,254509026.809000,1,VART_RUNNER,3,1509222,1,26.03,430.6,281,1,1,,
383,0,254509084.286000,2,VART_RUNNER,2,1509563,1,33.08,312.87,227,1,1,,
48,47,254509087.260000,1,VART_RUNNER,3,1509222,1,26.03,430.6,281,1,1,,
49,0,254509125.322000,1,VART_RUNNER,3,1509222,1,26.03,429.87,281,1,1,,
50,49,254509185.875000,1,VART_RUNNER,3,1509222,1,26.03,429.87,281,1,1,,
384,383,254509190.016000,2,VART_RUNNER,2,1509563,1,33.08,312.87,227,1,1,,
385,0,254509252.591000,2,VART_RUNNER,2,1509563,1,33.08,320.91,227,1,1,,
51,0,254509257.304000,1,VART_RUNNER,3,1509222,1,26.03,428.84,281,1,1,,
52,51,254509318.003000,1,VART_RUNNER,3,1509222,1,26.03,428.84,281,1,1,,
386,385,254509355.673000,2,VART_RUNNER,2,1509563,1,33.08,320.91,227,1,1,,
53,0,254509412.763000,1,VART_RUNNER,3,1509222,1,26.03,429.74,281,1,1,,
387,0,254509422.544000,2,VART_RUNNER,2,1509563,1,33.08,320.41,227,1,1,,
54,53,254509473.334000,1,VART_RUNNER,3,1509222,1,26.03,429.74,281,1,1,,
388,387,254509525.786000,2,VART_RUNNER,2,1509563,1,33.08,320.41,227,1,1,,
55,0,254509553.888000,1,VART_RUNNER,3,1509222,1,26.03,430.42,281,1,1,,
389,0,254509584.240000,2,VART_RUNNER,2,1509563,1,33.08,320.99,227,1,1,,
56,55,254509614.364000,1,VART_RUNNER,3,1509222,1,26.03,430.42,281,1,1,,
57,0,254509671.600000,1,VART_RUNNER,3,1509222,1,26.03,403.52,281,1,1,,
390,389,254509687.296000,2,VART_RUNNER,2,1509563,1,33.08,320.99,227,1,1,,
58,57,254509736.107000,1,VART_RUNNER,3,1509222,1,26.03,403.52,281,1,1,,
391,0,254509751.493000,2,VART_RUNNER,2,1509563,1,33.08,318.59,227,1,1,,
59,0,254509781.012000,1,VART_RUNNER,3,1509222,1,26.03,429.41,281,1,1,,
60,59,254509841.630000,1,VART_RUNNER,3,1509222,1,26.03,429.41,281,1,1,,
392,391,254509855.327000,2,VART_RUNNER,2,1509563,1,33.08,318.59,227,1,1,,
393,0,254509919.971000,2,VART_RUNNER,2,1509563,1,33.08,320.66,227,1,1,,
61,0,254509927.752000,1,VART_RUNNER,3,1509222,1,26.03,429.11,281,1,1,,
62,61,254509988.412000,1,VART_RUNNER,3,1509222,1,26.03,429.11,281,1,1,,
394,393,254510023.133000,2,VART_RUNNER,2,1509563,1,33.08,320.66,227,1,1,,
63,0,254510067.759000,1,VART_RUNNER,3,1509222,1,26.03,429.53,281,1,1,,
395,0,254510084.964000,2,VART_RUNNER,2,1509563,1,33.08,319.91,227,1,1,,
