DPU Throughput
timestamp,FPS

DDR Bandwidth
timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
254553656.87,0,0,0,0,454.78,0,0,0,0,0,
254553654.86,0.83,0.01,0.48,0.19,454.66,0,0,0,0,0,
254553652.84,0,0,0,0,454.78,0,0,0,0,0,
254553650.83,0.13,0.01,0.32,0.13,349.86,0,0,0,0,0,
254553648.81,0,0,0,0,454.78,0,0,0,0,0,
254553646.80,0,0,0.03,0,454.78,0,0,0,0,0,
254553644.78,0.03,0,0.03,0,454.71,0,0,0,0,0,
254553642.76,1.42,0.03,1.15,0.42,454.78,0,0,0,0,0,
254553640.75,1.4,0.02,2.43,0.22,454.78,0,0,0,0,0,
254553638.73,0.16,0,0.38,0.1,454.53,0,0,0,0,0,
254553636.72,0,0,0,0,454.53,0,0,0,0,0,
254553634.70,0.06,0.02,0.42,0.58,349.6,0,0,0,0,0,
254553632.69,2.56,0.02,3.07,0.58,454.66,0,0,0,0,0,
254553630.67,4.51,0.04,3.46,0.61,454.78,0,0,0,0,0,
254553628.66,0,0,0,0,454.78,0,0,0,0,0,
254553626.65,0.35,0.02,0.86,0.29,454.69,0,0,0,0,0,
254553624.63,1.21,0.01,0.99,0.19,454.66,0,0,0,0,0,
254553622.62,0,0.01,0,0.03,454.53,0,0,0,0,0,
254553620.60,0.66,0.01,0.45,0.29,454.53,0,0,0,0,0,
254553618.59,1.66,0.05,1.34,0.86,405.89,0,0,0,0,0,
254553616.57,4.52,0.05,3.65,0.8,401.74,0,0,0,0,0,
254553614.56,9.47,0.11,7.81,1.54,454.66,0,0,0,0,0,
254553612.54,0.03,0,0.03,0.03,454.78,0,0,0,0,0,
254553610.53,15.46,0.19,16.58,3.55,454.78,0,0,0,0,0,
254553608.51,67.76,1.98,68.93,23.55,454.59,0,0,0,0,0,
254553606.47,151.74,4.46,165.6,80,454.78,0,0,0,0,0,
254553604.45,197.16,5.26,206.99,93.09,454.65,0,0,0,0,0,
254553602.43,141.33,3.02,132.16,48.99,454.66,0,0,0,0,0,
254553600.41,188.62,5.12,184.66,79.81,349.6,0,0,0,0,0,
254553598.38,183.85,6.63,165.7,92.68,454.53,0,0,0,0,0,
254553596.34,167.27,4.52,161.66,78.53,454.53,0,0,0,0,0,
254553594.32,201.05,6.74,190.4,120.35,454.58,0,0,0,0,0,
254553592.30,90.72,3.45,89.78,60,454.58,0,0,0,0,0,
254553590.29,20.42,0.59,20.86,12.58,454.78,0,0,0,0,0,
254553588.27,0.86,0.05,0.22,0.16,454.66,0,0,0,0,0,
254553586.26,11.34,0.31,8.32,5.41,454.78,0,0,0,0,0,
254553584.24,1.79,0.05,2.72,1.15,349.73,0,0,0,0,0,
254553582.22,0.48,0.01,1.22,0.74,454.78,0,0,0,0,0,
254553580.20,28.77,0.77,22.11,13.66,454.78,0,0,0,0,0,
254553578.18,179.59,2.62,202.31,37.49,454.53,0,0,0,0,0,
254553576.15,107.71,3.93,90.3,59.62,454.66,0,0,0,0,0,
254553574.13,91.68,2.96,86.62,53.38,454.78,0,0,0,0,0,
254553572.12,46.85,1.05,49.34,16.77,454.66,0,0,0,0,0,
254553570.10,47.04,1.04,41.7,12.32,454.53,0,0,0,0,0,
254553568.08,55.81,0.96,53.06,14.94,349.7,0,0,0,0,0,
254553566.07,58.5,1.07,57.02,16.42,454.53,0,0,0,0,0,
254553564.05,55.78,0.84,55.36,14.46,454.66,0,0,0,0,0,
254553559.04,180.54,2.71,167.14,35.94,909.31,0,0,0,0,0,
254553557.02,0,0,0,0,454.53,0,0,0,0,0,
254553555.01,0,0,0,0,454.66,0,0,0,0,0,
254553552.99,0,0,0,0,454.66,0,0,0,0,0,
254553550.97,0,0,0,0,349.6,0,0,0,0,0,
254553548.96,0,0,0,0,454.53,0,0,0,0,0,
254553546.94,0,0,0,0,454.53,0,0,0,0,0,
254553544.93,0,0,0,0,454.53,0,0,0,0,0,
254553542.91,0,0,0,0,454.53,0,0,0,0,0,
254553540.89,0,0,0,0,454.53,0,0,0,0,0,
254553538.88,0.03,0,0.06,0.06,454.53,0,0,0,0,0,
254553536.86,0,0,0.03,0.03,454.66,0,0,0,0,0,
254553534.84,0,0,0,0,349.6,0,0,0,0,0,
254553532.83,0.16,0,0.03,0,454.53,0,0,0,0,0,
254553530.81,0,0,0,0,454.53,0,0,0,0,0,
254553528.80,0,0,0,0,454.53,0,0,0,0,0,
254553526.78,0,0,0,0,454.53,0,0,0,0,0,
254553524.77,0,0,0,0,454.53,0,0,0,0,0,
254553522.75,0.06,0.01,0.06,0.06,454.78,0,0,0,0,0,
254553520.74,0,0,0,0,454.78,0,0,0,0,0,
254553518.72,0,0,0,0,454.66,0,0,0,0,0,
254553516.71,0,0,0,0.03,352.03,0,0,0,0,0,
254553514.69,0.13,0,0.32,0.32,454.53,0,0,0,0,0,
254553512.68,0.82,0.02,0.26,0.13,454.53,0,0,0,0,0,
254553510.66,0,0,0,0,454.66,0,0,0,0,0,
254553508.64,0,0,0,0,454.53,0,0,0,0,0,
254553506.63,0.03,0,0.64,0.1,454.53,0,0,0,0,0,
254553504.61,0,0,0,0,454.66,0,0,0,0,0,
254553502.60,2.91,0.04,4.61,0.8,454.53,0,0,0,0,0,
254553500.58,0,0,0,0,349.66,0,0,0,0,0,
254553498.56,0,0,0,0,454.53,0,0,0,0,0,
254553496.55,0,0,0,0,454.53,0,0,0,0,0,
254553494.53,0.1,0,0.13,0.19,454.53,0,0,0,0,0,
254553492.52,0,0,0,0,454.53,0,0,0,0,0,
254553490.50,0,0,0,0,454.66,0,0,0,0,0,
254553488.49,0,0,0,0,454.53,0,0,0,0,0,
254553486.47,0,0.01,0.48,0.06,454.53,0,0,0,0,0,
254553484.45,0,0,0,0,349.6,0,0,0,0,0,
254553482.44,0.22,0.01,0.54,0.06,454.53,0,0,0,0,0,
254553480.42,0,0,0,0,454.53,0,0,0,0,0,
254553478.41,0,0,0,0,454.54,0,0,0,0,0,
254553476.39,0,0,0,0,454.53,0,0,0,0,0,
254553474.37,0.51,0.02,0.13,0.22,454.53,0,0,0,0,0,
254553472.36,0,0,0.26,0.06,454.53,0,0,0,0,0,
254553470.34,0,0,0,0,454.53,0,0,0,0,0,
254553468.32,0,0,0,0,374.53,0,0,0,0,0,
254553466.31,0.03,0,0,0.06,433.44,0,0,0,0,0,
254553464.29,0,0,0,0,454.58,0,0,0,0,0,
254553462.27,0,0,0,0,454.53,0,0,0,0,0,
254553460.26,0,0,0,0,454.54,0,0,0,0,0,
254553458.24,0,0,0,0,454.53,0,0,0,0,0,
254553456.22,0,0,0,0,454.53,0,0,0,0,0,
254553454.21,0,0,0,0,454.66,0,0,0,0,0,
254553452.19,0,0,0.03,0,454.66,0,0,0,0,0,
254553450.17,4.77,0.02,2.69,0.38,349.73,0,0,0,0,0,
254553448.15,0,0,0,0,454.53,0,0,0,0,0,
254553446.13,0,0,0,0,454.66,0,0,0,0,0,
254553444.12,0,0,0,0,454.53,0,0,0,0,0,
254553442.10,0,0,0,0,454.58,0,0,0,0,0,
254553440.08,0,0,0,0.1,454.53,0,0,0,0,0,
254553438.07,0,0,0.03,0.03,454.66,0,0,0,0,0,
254553436.05,0,0,0.03,0,454.53,0,0,0,0,0,
254553434.04,0.03,0,0,0,349.6,0,0,0,0,0,
254553432.02,0,0,0,0,454.56,0,0,0,0,0,
254553430.00,0,0,0,0,454.53,0,0,0,0,0,
254553427.99,0,0,0,0,454.66,0,0,0,0,0,
254553425.97,0,0,0,0,454.66,0,0,0,0,0,
254553423.95,0,0,0,0,454.66,0,0,0,0,0,
254553421.94,0,0,0,0,454.66,0,0,0,0,0,
254553419.92,0,0,0,0,454.66,0,0,0,0,0,
254553417.91,0,0,0,0,349.6,0,0,0,0,0,
254553415.89,0,0,0.1,0.06,454.66,0,0,0,0,0,
254553413.88,0,0,0,0,454.53,0,0,0,0,0,
254553411.86,0.19,0,0.03,0,454.53,0,0,0,0,0,
254553409.85,0,0,0,0,454.78,0,0,0,0,0,
254553407.84,0,0.01,0.29,0.1,454.66,0,0,0,0,0,
254553405.82,0,0,0,0,454.78,0,0,0,0,0,
254553403.80,0.5,0.01,0.45,0.16,454.66,0,0,0,0,0,
254553401.79,0,0,0,0,416.9,0,0,0,0,0,
254553399.77,0,0,0,0,391.07,0,0,0,0,0,
254553397.76,0,0,0,0,454.7,0,0,0,0,0,
254553395.74,0,0,0,0,454.78,0,0,0,0,0,
